,fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_error,train_neg_mean_absolute_error,test_neg_root_mean_squared_error,train_neg_root_mean_squared_error,test_r_corr,train_r_corr,test_spearmanr,train_spearmanr,n_train,n_test,repeat,fold,cv_mdsum
0,42.808345556259155,0.009278059005737305,0.12904605465204821,0.15815212859775174,-6.403757744611774,-6.498647082401856,-9.01512388934905,-10.172718109033891,0.40201216529443307,0.43836593829614734,0.493991530004635,0.4624128688225824,643,161,0,0,5c27a6ab2f77a32bc345d1ab4ef33463
1,43.074047565460205,0.010885238647460938,0.1170214137210902,0.17258462972354727,-6.9988616350005275,-6.327239646929185,-12.341174650827677,-9.234890919625169,0.41774107136194666,0.45053540697241795,0.3844345204219532,0.48276425640431053,643,161,0,1,5c27a6ab2f77a32bc345d1ab4ef33463
2,42.95568776130676,0.009096145629882812,0.12083573456069008,0.17544982999364478,-7.247466610715743,-6.183321774550813,-9.903716965026234,-9.863827111476715,0.4604472512898909,0.4637290190596338,0.4625974782037283,0.4907207159854619,643,161,0,2,5c27a6ab2f77a32bc345d1ab4ef33463
3,43.06682085990906,0.010091066360473633,0.09154042591769507,0.184422986783355,-6.919971392519952,-6.3948774264314086,-10.747957262267889,-9.658056513909706,0.3244577626464565,0.4599468407602119,0.39816089670863625,0.47912829291406517,643,161,0,3,5c27a6ab2f77a32bc345d1ab4ef33463
4,43.235541105270386,0.010004758834838867,0.23786473258990437,0.14789138277324376,-5.875438898580078,-6.625021886124063,-7.703970720733929,-10.380401133829242,0.4939479559364091,0.4271649258999684,0.46975401905225744,0.46614579469375333,644,160,0,4,5c27a6ab2f77a32bc345d1ab4ef33463
5,43.04674553871155,0.010077953338623047,0.14786099753642634,0.16104632541996156,-6.533435601411319,-6.464422696807646,-11.36857852555604,-9.531856436666944,0.44427197724371204,0.43310422411734756,0.503119448375031,0.45978738741029423,643,161,0,5,5c27a6ab2f77a32bc345d1ab4ef33463
6,43.35262203216553,0.01028132438659668,0.10616280986358007,0.17983089069252323,-6.490960076065099,-6.370556590891464,-9.34533483674611,-9.994815419266546,0.40437662939019453,0.45985671551142376,0.4620561445039981,0.4879996888046234,643,161,0,6,5c27a6ab2f77a32bc345d1ab4ef33463
7,44.18138360977173,0.009828805923461914,0.13951925376489127,0.15908218714218847,-7.487595260472333,-6.221120471292355,-11.510600243913133,-9.517034205924464,0.4229424597049794,0.43496345733384323,0.4577027414238881,0.4675971581289681,643,161,0,7,5c27a6ab2f77a32bc345d1ab4ef33463
8,42.68948197364807,0.009893417358398438,0.1372363491170394,0.1751436470355886,-5.921985369184177,-6.62116715180075,-8.487997819685877,-10.160479740014905,0.3898884279520406,0.4576837107405116,0.414850696883772,0.4777310301236547,643,161,0,8,5c27a6ab2f77a32bc345d1ab4ef33463
9,42.97573447227478,0.009454011917114258,0.14088301118702895,0.15825717060284106,-6.674195518287543,-6.444933689719562,-9.130933568839568,-10.13175281020614,0.42826377003810284,0.441084512180113,0.3709828511111646,0.4849077716574819,644,160,0,9,5c27a6ab2f77a32bc345d1ab4ef33463
