,fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_error,train_neg_mean_absolute_error,test_neg_root_mean_squared_error,train_neg_root_mean_squared_error,test_r_corr,train_r_corr,test_spearmanr,train_spearmanr,n_train,n_test,repeat,fold,cv_mdsum
0,0.512798547744751,0.0045626163482666016,0.04437890204469108,0.05129102442362776,-7.024634663804272,-7.461725053745485,-9.443151746947168,-10.799078690270164,0.2172439293148733,0.22647546461644608,0.24434348757040042,0.2112186568288164,643,161,0,0,5c27a6ab2f77a32bc345d1ab4ef33463
1,0.526444673538208,0.004756927490234375,0.03637103190167523,0.055367642189104616,-7.670901254983229,-7.271025048529548,-12.892476138998717,-9.867369398542516,0.1965262126155434,0.2353036762362644,0.25626520757659293,0.20785125697028056,643,161,0,1,5c27a6ab2f77a32bc345d1ab4ef33463
2,0.5044617652893066,0.0045299530029296875,-0.006463684217849153,0.05946494880308306,-8.074145758420006,-7.11901147794427,-10.596495575250632,-10.534754063475589,0.16106383508970956,0.24385458530804377,0.13549405085936314,0.24264828655097104,643,161,0,2,5c27a6ab2f77a32bc345d1ab4ef33463
3,0.5187008380889893,0.004566669464111328,0.0008332400987961508,0.062144147784551795,-7.751591226190665,-7.292271670387677,-11.271769950661476,-10.356793099195073,0.1331475022825164,0.24928746828982948,0.10644945588964068,0.2542997218986066,643,161,0,3,5c27a6ab2f77a32bc345d1ab4ef33463
4,0.4985086917877197,0.004244327545166016,0.08117961776180294,0.04468798303400834,-6.6787249519315965,-7.581469984012596,-8.458900265466832,-10.991052395912897,0.3219082360095778,0.21139560602494484,0.22117664492489494,0.22348372558223725,644,160,0,4,5c27a6ab2f77a32bc345d1ab4ef33463
5,0.5092356204986572,0.004267454147338867,0.027693426716287273,0.05952394900955982,-7.464524027710611,-7.322150705326498,-12.143742650098623,-10.092119231046743,0.17490192676601804,0.24397548344255474,0.1944631177475573,0.22767656978921041,643,161,0,5,5c27a6ab2f77a32bc345d1ab4ef33463
6,0.5059628486633301,0.004239320755004883,0.005016527374322122,0.05910080632494419,-7.286671524221554,-7.345145804217277,-9.85992450425987,-10.70519597848763,0.14445675276890083,0.24310697240217177,0.15745843159155146,0.2465737638433401,643,161,0,6,5c27a6ab2f77a32bc345d1ab4ef33463
7,0.5232279300689697,0.0044438838958740234,0.05676847313746536,0.04860069851118953,-8.29436386970649,-7.12744704138754,-12.051373514410367,-10.12293080660392,0.2451689233426451,0.22045601527927527,0.30560091143700957,0.2027529000128146,643,161,0,7,5c27a6ab2f77a32bc345d1ab4ef33463
8,0.4918551445007324,0.004115104675292969,0.05603468240682774,0.04948995066754003,-6.77213182709677,-7.533137923768138,-8.878454198177938,-10.906952173923758,0.24817514707211108,0.22246355302236162,0.2202951510873289,0.22145507925823704,643,161,0,8,5c27a6ab2f77a32bc345d1ab4ef33463
9,0.5073473453521729,0.004303455352783203,0.058575555265735546,0.050068185440297897,-7.134501634585926,-7.417308986949425,-9.55832437837423,-10.763192044795234,0.24204189047272806,0.22375947848917005,0.16903794871794603,0.2287425517095845,644,160,0,9,5c27a6ab2f77a32bc345d1ab4ef33463
10,0.5011336803436279,0.004357099533081055,0.04429565127696189,0.05117737089227792,-7.398450687721243,-7.41033476129958,-11.6527205298478,-10.239643624419893,0.23741632206005964,0.22622431515363048,0.17221531638254797,0.23277652175030653,643,161,0,10,5c27a6ab2f77a32bc345d1ab4ef33463
11,0.5200717449188232,0.004497528076171875,-0.03308336815749224,0.06435421205213843,-7.36246240324711,-7.378791538211381,-9.469765931163018,-10.79507059847644,0.09130888849636952,0.2536817809820055,0.1398326734745461,0.25140707767374715,643,161,0,11,5c27a6ab2f77a32bc345d1ab4ef33463
12,0.49062633514404297,0.004174947738647461,0.10528598476155959,0.038297134044742664,-7.469399571440557,-7.3095441556248915,-9.867140361242866,-10.699466163710284,0.3604250034048416,0.19569670778997345,0.34080514725580374,0.18792059301378408,643,161,0,12,5c27a6ab2f77a32bc345d1ab4ef33463
13,0.50575852394104,0.004235744476318359,0.03151258704930204,0.05650611433336672,-7.529651645456271,-7.270757908782173,-12.08036361405202,-10.110154693028218,0.19854850710047284,0.23771049960823423,0.15485637861166038,0.23815835198263224,643,161,0,13,5c27a6ab2f77a32bc345d1ab4ef33463
14,0.5006053447723389,0.004243373870849609,0.02486819817006658,0.05669648545082129,-7.225454572389071,-7.387280502061517,-9.626340546029134,-10.747589118607692,0.17654082775876206,0.23811045541847756,0.26937956966074716,0.20915792981739675,644,160,0,14,5c27a6ab2f77a32bc345d1ab4ef33463
15,0.5595512390136719,0.005250215530395508,0.050311116670215816,0.05214806697921326,-7.527863858888265,-7.334476090827104,-11.51253256939977,-10.273166843987969,0.2260726665163311,0.22835976525846338,0.2643711116503299,0.20944365257990466,643,161,0,15,5c27a6ab2f77a32bc345d1ab4ef33463
16,0.48964571952819824,0.004103183746337891,0.0036540675524520116,0.057927340662039306,-6.96953279104536,-7.465616039273073,-9.245221020800557,-10.841756001956597,0.14076157800212874,0.24068118660428617,0.13678834601801895,0.24581039328560872,643,161,0,16,5c27a6ab2f77a32bc345d1ab4ef33463
17,0.5047769546508789,0.004187345504760742,0.0063864266611938225,0.06051482537657782,-7.180464484030234,-7.4410707144658925,-10.554544710571866,-10.53072121602739,0.15162415485344655,0.24599780314239955,0.21810533573222127,0.22538885092103408,643,161,0,17,5c27a6ab2f77a32bc345d1ab4ef33463
18,0.5021877288818359,0.0041790008544921875,0.06207417817224248,0.04257537911840459,-7.774378829865698,-7.189437410119702,-11.282181401903404,-10.349171327001338,0.2933507094807564,0.20633843167220076,0.21585926909881775,0.22303002331392885,643,161,0,18,5c27a6ab2f77a32bc345d1ab4ef33463
