,fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_error,train_neg_mean_absolute_error,test_neg_root_mean_squared_error,train_neg_root_mean_squared_error,test_r_corr,train_r_corr,test_spearmanr,train_spearmanr,n_train,n_test,repeat,fold,cv_mdsum
0,28.25458860397339,0.009452342987060547,-0.035555550071657116,0.07189158753667946,-13.245719503296646,-11.532378950046228,-16.554759737376237,-15.078649815130058,0.09736891595063497,0.36103293540597553,0.0994848689725259,0.3930132499338251,643,161,0,0,5c27a6ab2f77a32bc345d1ab4ef33463
1,28.898035049438477,0.008425474166870117,-0.028841665187902432,0.04110667356901698,-12.370057693712972,-12.181860881415306,-15.53460394633199,-15.575865236446205,0.10694437784233844,0.2411309222022519,0.0764472674428036,0.22879729558747375,643,161,0,1,5c27a6ab2f77a32bc345d1ab4ef33463
2,28.532078504562378,0.008132219314575195,0.027759248532899905,0.035298942457621774,-12.21181906598883,-12.223987858350714,-15.636256538960671,-15.49057693714937,0.19332784601967723,0.22562807210935856,0.17967182303966234,0.21314757346471502,643,161,0,2,5c27a6ab2f77a32bc345d1ab4ef33463
3,28.496280193328857,0.008190155029296875,0.017870967533766158,0.035123398454910415,-12.231005200159498,-12.257460554352285,-15.180772752402182,-15.622354032258974,0.17398068221967844,0.22382242693738447,0.126248861907151,0.2021291548052858,643,161,0,3,5c27a6ab2f77a32bc345d1ab4ef33463
4,28.695329189300537,0.008292913436889648,0.016695244277449284,0.05750595705812467,-12.380866900150313,-12.00362421944689,-15.964104087152355,-15.250663683535464,0.14975635059046086,0.25253071261895316,0.1150298093725493,0.24325176472228907,644,160,0,4,5c27a6ab2f77a32bc345d1ab4ef33463
5,29.172950744628906,0.00805354118347168,-0.008668038782398302,0.03942548056288675,-13.010591266460022,-12.077139986322097,-16.45717590102399,-15.323440671591058,0.13692670951703753,0.23096724537094032,0.07631654447322662,0.2245140129195545,643,161,0,5,5c27a6ab2f77a32bc345d1ab4ef33463
6,28.723974466323853,0.008100509643554688,-0.017557178536325324,0.033262187507141716,-11.97224184904337,-12.296068166980557,-14.814802081245984,-15.784602150754424,0.11671149218134703,0.23153914532676317,0.1567435657963387,0.21628936847895663,643,161,0,6,5c27a6ab2f77a32bc345d1ab4ef33463
7,28.30567169189453,0.008943557739257812,0.011047099522655146,0.03780589550759239,-12.075730867948304,-12.27852612915568,-15.358815033000717,-15.537544101890685,0.1461687677821512,0.23647769768981777,0.16721605210086732,0.19107776408808916,643,161,0,7,5c27a6ab2f77a32bc345d1ab4ef33463
8,28.012577772140503,0.007801532745361328,0.01747074769967838,0.029529371139298877,-12.399020738422813,-12.188910305446733,-15.611872413510651,-15.564088450084645,0.2022975183157038,0.21878842494342537,0.1891444984202191,0.20176799023949746,643,161,0,8,5c27a6ab2f77a32bc345d1ab4ef33463
9,28.803634643554688,0.007772684097290039,0.006755659022720462,0.031302847893255215,-12.646849382064365,-12.143974533950406,-16.340353852530214,-15.356784496526735,0.28821017654942305,0.2082639566356942,0.24635244672658413,0.1906112204339548,644,160,0,9,5c27a6ab2f77a32bc345d1ab4ef33463
10,28.55098032951355,0.007961034774780273,-0.07004082016779267,0.04822039551655899,-12.418019711169174,-12.198984220234808,-15.537552895996907,-15.560387938038854,0.028588250026440745,0.2632018786623822,0.043341776713481536,0.22442200523905267,643,161,0,10,5c27a6ab2f77a32bc345d1ab4ef33463
