,fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_error,train_neg_mean_absolute_error,test_neg_root_mean_squared_error,train_neg_root_mean_squared_error,test_r_corr,train_r_corr,test_spearmanr,train_spearmanr,n_train,n_test,repeat,fold,cv_mdsum
0,512685.66860580444,0.026430368423461914,0.14195045288346964,0.7564889322886648,-6.690369099597721,-3.1464954985014075,-8.948088837156227,-5.471161738099689,0.38638152709328205,0.9274152319568436,0.4599200214369039,0.9467492196978665,643,161,0,0,5c27a6ab2f77a32bc345d1ab4ef33463
1,509459.9948582649,0.026849985122680664,0.1341323247709879,0.7534654225854794,-7.366130925737066,-3.343592767053894,-12.221012158081002,-5.04090946543188,0.37295003078183636,0.9277212962505751,0.3674519029246577,0.9293986284245254,643,161,0,1,5c27a6ab2f77a32bc345d1ab4ef33463
2,518117.2042798996,0.027914047241210938,0.13828509619182106,0.8640750762049793,-7.437409937888201,-1.5478198918758799,-9.80494154344773,-4.004851876147178,0.42687617076105205,0.9561816269288274,0.42699446237601524,0.9936444827948038,643,161,0,2,5c27a6ab2f77a32bc345d1ab4ef33463
3,503460.63272094727,0.043744564056396484,0.06882460716411598,0.7719453286236818,-7.304979907759178,-3.0524076247216017,-10.881502674980974,-5.10712797051483,0.2855470995613618,0.9318877203958789,0.3823537664550271,0.9471757495010104,643,161,0,3,5c27a6ab2f77a32bc345d1ab4ef33463
4,524636.6696891785,0.027634620666503906,0.10938525344862926,0.8585689540949202,-6.73044346604682,-2.823427733803205,-8.328054048163583,-4.229013137966358,0.39780732133693397,0.9674873450921049,0.39140840416253053,0.94631615177131,644,160,0,4,5c27a6ab2f77a32bc345d1ab4ef33463
5,515009.53639030457,0.04498481750488281,0.13480727648841806,0.8065144904807505,-7.042985365853033,-2.9830931962717764,-11.455323897636447,-4.577546082559762,0.3701789593866787,0.9550405741655982,0.43718001086016556,0.9517970314500891,643,161,0,5,5c27a6ab2f77a32bc345d1ab4ef33463
6,517407.4067618847,0.027067899703979492,0.03465889816171541,0.5581967059816245,-7.2203146705270775,-5.279415177477726,-9.711941440186461,-7.335632211689352,0.2716873008966304,0.8125188607437517,0.3424432325103795,0.7251142170999938,643,161,0,6,5c27a6ab2f77a32bc345d1ab4ef33463
7,517525.9373922348,0.02820134162902832,0.16910098568708853,0.7559590857530774,-7.622812174526026,-3.055573471136293,-11.311013342862317,-5.126915691851103,0.43581562994069667,0.9307436000555955,0.4447001006185841,0.9469188165375048,643,161,0,7,5c27a6ab2f77a32bc345d1ab4ef33463
8,495319.8617579937,0.032299041748046875,0.01733298681954476,0.7503868952834132,-6.600648912825626,-3.4012797164566346,-9.058630148502163,-5.589317025284784,0.2740045002600366,0.9210436006020842,0.37920792167893397,0.9181309405525029,643,161,0,8,5c27a6ab2f77a32bc345d1ab4ef33463
9,527535.6716239452,0.05134916305541992,0.17602356169420363,0.7464613785399719,-6.811012113627046,-3.164969283244655,-8.942242150580324,-5.5605395638116155,0.4214254119220001,0.9259940476945028,0.39344447996154563,0.9532695335930671,644,160,0,9,5c27a6ab2f77a32bc345d1ab4ef33463
10,503308.29078769684,0.03471732139587402,0.12572398986176336,0.7721028839128363,-7.047823830424697,-3.060246711647265,-11.145250408035965,-5.0183591541216295,0.36789890949318554,0.933872065655656,0.3723018429069698,0.949811667507851,643,161,0,10,5c27a6ab2f77a32bc345d1ab4ef33463
11,526369.063804388,0.022758007049560547,0.07553594306355649,0.5660697485151529,-6.991125498407181,-5.5711729134820125,-8.958113791461312,-7.351563579035474,0.322573365791429,0.8187978191279512,0.3922269715994139,0.6786137461059174,643,161,0,11,5c27a6ab2f77a32bc345d1ab4ef33463
12,521593.2880358696,0.03229236602783203,0.07043674571156722,0.9887751138038282,-7.574166666666667,-0.39686106791083453,-10.057468007834075,-1.1559329081731713,0.27975874837177656,0.9967847958752688,0.3200161152954065,0.9988492459990966,643,161,0,12,5c27a6ab2f77a32bc345d1ab4ef33463
13,504036.0084068775,0.023561716079711914,0.09040952609792396,0.5797996582536857,-7.4104714908119,-5.233616742938136,-11.707278988903408,-6.7470892698836975,0.31872408642244865,0.8206290440226176,0.3277774633344417,0.696400701322092,643,161,0,13,5c27a6ab2f77a32bc345d1ab4ef33463
14,529141.3623907566,0.028965234756469727,0.21171345574970657,0.8492501003854285,-6.466832908650241,-2.797598692090933,-8.655090592715778,-4.296490387618415,0.46488343211194705,0.9677751988718764,0.5196275091876731,0.9569090130070057,644,160,0,14,5c27a6ab2f77a32bc345d1ab4ef33463
15,511180.4930284023,0.032677650451660156,0.17735262658456552,0.725137821816506,-6.973201797134698,-3.4657812234420438,-10.714873604812032,-5.532119888520375,0.4318734316172419,0.9152832551580596,0.4316729415118841,0.9201629352470053,643,161,0,15,5c27a6ab2f77a32bc345d1ab4ef33463
16,501278.6198234558,0.030491113662719727,0.010593897274531638,0.5781454233807062,-6.641787615839899,-5.2937373319738645,-9.212966975346049,-7.255023301407899,0.2712459757634019,0.8252773480985734,0.35320976989138825,0.7355857315554953,643,161,0,16,5c27a6ab2f77a32bc345d1ab4ef33463
17,515892.3627998829,0.03502082824707031,0.0795420875728039,0.5914084578445941,-6.863839909078749,-5.53636266118023,-10.158573188114678,-6.944769507017953,0.30713385754115863,0.8229158129969681,0.3287653713522116,0.6896490352851204,643,161,0,17,5c27a6ab2f77a32bc345d1ab4ef33463
18,514114.35846209526,0.022788524627685547,0.16479116398539062,0.7333923866892986,-7.174438911880567,-3.2465255078101607,-10.646488079996239,-5.4612185207909265,0.4238923128967042,0.9202408823788227,0.47384194751133674,0.9366994521426196,643,161,0,18,5c27a6ab2f77a32bc345d1ab4ef33463
