,fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_error,train_neg_mean_absolute_error,test_neg_root_mean_squared_error,train_neg_root_mean_squared_error,test_r_corr,train_r_corr,test_spearmanr,train_spearmanr,n_train,n_test,repeat,fold,cv_mdsum
0,0.008309364318847656,0.004523277282714844,0.11029739455755838,0.12424208962255501,-12.28829686128727,-11.628367161885697,-15.344707452700549,-14.647217654915348,0.34059769685901226,0.3524799137859561,0.34292803172747655,0.3412724000752242,643,161,0,0,5c27a6ab2f77a32bc345d1ab4ef33463
1,0.008590221405029297,0.004693031311035156,0.09103858591800063,0.13112147353177162,-11.628447767262088,-11.796227809365433,-14.601539155341506,-14.826770491224918,0.3078443908127962,0.3621069918294472,0.3134803002825723,0.35267583947537245,643,161,0,1,5c27a6ab2f77a32bc345d1ab4ef33463
2,0.006696939468383789,0.0043752193450927734,0.1474598064215049,0.11710606948536562,-11.476077801583045,-11.854756846285492,-14.64209797348236,-14.819224639937154,0.386490238428908,0.34220764089272676,0.3734476716555634,0.33345862463857406,643,161,0,2,5c27a6ab2f77a32bc345d1ab4ef33463
3,0.006086111068725586,0.004145383834838867,0.06307184357232665,0.1363187763984487,-11.97738578205375,-11.73891038312486,-14.827323047513632,-14.780438788480263,0.28051645380197104,0.36921372726166196,0.26653342719534184,0.3645014740445139,643,161,0,3,5c27a6ab2f77a32bc345d1ab4ef33463
4,0.00624847412109375,0.00415492057800293,0.12493641970180025,0.12122924769527932,-11.901322476946547,-11.75390927631193,-15.059837491962474,-14.726082661120191,0.3601250908300687,0.34817990708149615,0.3439556045105374,0.3465670408586327,644,160,0,4,5c27a6ab2f77a32bc345d1ab4ef33463
5,0.006109714508056641,0.004224538803100586,0.12234376644792955,0.12141830283573896,-12.342906174948883,-11.611573481205559,-15.35123790087113,-14.654865467762459,0.3549256271991198,0.3484512919128565,0.3294283013595828,0.3438860697974421,643,161,0,5,5c27a6ab2f77a32bc345d1ab4ef33463
6,0.0062296390533447266,0.004154205322265625,0.06172475982738779,0.13498619213093954,-11.599298493083262,-11.849148428874116,-14.225959588796853,-14.931065724208569,0.271417016278971,0.3674046708071899,0.24010074622672667,0.3660506953654839,643,161,0,6,5c27a6ab2f77a32bc345d1ab4ef33463
7,0.00608062744140625,0.004179239273071289,0.12117663053883787,0.11823338219105639,-11.409134538013534,-11.92877730697981,-14.478404453527974,-14.874002670889148,0.38625894999482824,0.34385081385836,0.3920941119175939,0.3332491463187211,643,161,0,7,5c27a6ab2f77a32bc345d1ab4ef33463
8,0.0067865848541259766,0.004448413848876953,0.12842411319998748,0.12263658419907664,-11.762510883127524,-11.767802858835722,-14.703978262246988,-14.79865524537713,0.36045224033547807,0.3501950659262301,0.34947612543675,0.3420602617173722,643,161,0,8,5c27a6ab2f77a32bc345d1ab4ef33463
9,0.006201744079589844,0.0041844844818115234,0.04223635023312522,0.13687584027024235,-12.571159904412347,-11.56298903700339,-16.045844620326612,-14.495824250009724,0.2624349142182993,0.3699673502759973,0.26226689757278954,0.3580847806996858,644,160,0,9,5c27a6ab2f77a32bc345d1ab4ef33463
10,0.006147861480712891,0.004224300384521484,0.02112090147065271,0.13856280883890526,-12.11593093048622,-11.77210675342706,-14.860963758152025,-14.803487184830974,0.24888606403381988,0.37224025687572415,0.23938632146193517,0.364269648649521,643,161,0,10,5c27a6ab2f77a32bc345d1ab4ef33463
11,0.006222248077392578,0.004242420196533203,0.10867272220498181,0.11835035477141342,-12.696769533363549,-11.619378165317354,-15.620166525188857,-14.590721148215914,0.38991248074386176,0.34402086386062875,0.34588491430183926,0.3457754974128981,643,161,0,11,5c27a6ab2f77a32bc345d1ab4ef33463
12,0.0066487789154052734,0.004201650619506836,0.11629359025325348,0.12341663642205702,-11.690333168254877,-11.798207298755601,-15.30631650190486,-14.663633169850485,0.3420420956558038,0.3513070400974867,0.34638757430242184,0.3439743119641821,643,161,0,12,5c27a6ab2f77a32bc345d1ab4ef33463
13,0.006464958190917969,0.004151821136474609,0.1376698934681052,0.11957874369054011,-10.69406743406526,-12.008067034001849,-13.743912613607343,-15.03144086820991,0.38469138964992144,0.3458015958473009,0.3833029437747262,0.33913583304388795,643,161,0,13,5c27a6ab2f77a32bc345d1ab4ef33463
14,0.006093502044677734,0.004178762435913086,0.029430972621981133,0.13462047992216397,-12.578662238833967,-11.53379749559335,-15.473000371213235,-14.642657750782107,0.2720785116319391,0.36690663651965194,0.2580041920237106,0.35651342681754555,644,160,0,14,5c27a6ab2f77a32bc345d1ab4ef33463
15,0.006300449371337891,0.004217624664306641,0.11855616648255585,0.12293079697320553,-11.07367561194687,-11.97306291788942,-13.869753212277958,-15.007945605226656,0.3532511896343444,0.35061488412959,0.35068701116832834,0.3406485061492319,643,161,0,15,5c27a6ab2f77a32bc345d1ab4ef33463
16,0.006195783615112305,0.004148960113525391,0.10679380573441555,0.1277792663679047,-12.564577106523553,-11.583276628848632,-15.988865231950982,-14.467994620873128,0.3282024770768715,0.3574622586622323,0.3025419452290392,0.3540089029023167,643,161,0,16,5c27a6ab2f77a32bc345d1ab4ef33463
17,0.006326913833618164,0.004242897033691406,0.11692531406034345,0.12502061087554017,-11.617267967159616,-11.790210839112564,-14.609980148919247,-14.825197924649943,0.34404941133423517,0.35358253757155467,0.33269624241518125,0.34622164705321434,643,161,0,17,5c27a6ab2f77a32bc345d1ab4ef33463
18,0.006044149398803711,0.004194021224975586,0.12413550448974475,0.12174289447535858,-11.716958398180356,-11.803442924853945,-14.546312365942379,-14.854375619369142,0.353776987763479,0.3489167443321668,0.3704664852344687,0.33545725661754483,643,161,0,18,5c27a6ab2f77a32bc345d1ab4ef33463
19,0.006130695343017578,0.004222869873046875,0.07490017992702269,0.13275466916145384,-12.266846644753787,-11.629937596545263,-15.378991079637663,-14.640232062785651,0.29219369849717586,0.3643551415328922,0.28856781810814114,0.35777098328594686,644,160,0,19,5c27a6ab2f77a32bc345d1ab4ef33463
20,0.00617527961730957,0.00418853759765625,0.044783549884458984,0.1373944272688462,-12.347627222348436,-11.694528158683658,-15.374261337323311,-14.661063691363893,0.26285372555652137,0.3706675427776844,0.23137388859204697,0.3654785908351879,643,161,0,20,5c27a6ab2f77a32bc345d1ab4ef33463
21,0.0062732696533203125,0.00420069694519043,0.15740453428805734,0.11478063345841638,-11.504278013617714,-11.802019536283257,-14.232442503741478,-14.91452814836161,0.4079232386021161,0.3387929064464257,0.39931577257585693,0.33184407991520476,643,161,0,21,5c27a6ab2f77a32bc345d1ab4ef33463
22,0.006068229675292969,0.004171848297119141,0.13961072552089304,0.11850117993666631,-11.412949613955806,-11.85532085723705,-14.649017795226355,-14.823875309904656,0.3740094778620298,0.3442400033939495,0.4080979580663699,0.32944617822408995,643,161,0,22,5c27a6ab2f77a32bc345d1ab4ef33463
