metric,t-stat,p-val,model_1,model_2,p-val-corrected,significance
test_neg_root_mean_squared_error,1.5531896326123797,0.12681353462917005,Linear Regression,SVM-rbf,1.0,ns
test_neg_root_mean_squared_error,1.272396453563738,0.20923727188710628,Linear Regression,Random Forest,1.0,ns
test_neg_root_mean_squared_error,-22.222345174375086,3.7778643309673955e-29,Linear Regression,XGBoost,7.93351509503153e-28,****
test_neg_root_mean_squared_error,0.5515254929610622,0.5835074127591225,Linear Regression,AutoGluon,1.0,ns
test_neg_root_mean_squared_error,1.7847658761706842,0.0804906288905468,Ridge Regression,SVM-linear,1.0,ns
test_neg_root_mean_squared_error,1.5591242800728031,0.12540302050141605,Ridge Regression,SVM-rbf,1.0,ns
test_neg_root_mean_squared_error,1.2746985145586465,0.2084276592036187,Ridge Regression,Random Forest,1.0,ns
test_neg_root_mean_squared_error,-22.22038415180288,3.794431647793789e-29,Ridge Regression,XGBoost,7.968306460366956e-28,****
test_neg_root_mean_squared_error,0.5516229729304809,0.5834410686931097,Ridge Regression,AutoGluon,1.0,ns
test_neg_root_mean_squared_error,-0.595104415092561,0.55451218433593,SVM-linear,SVM-rbf,1.0,ns
test_neg_root_mean_squared_error,-0.5547008068156722,0.5816226059702885,SVM-linear,Random Forest,1.0,ns
test_neg_root_mean_squared_error,-22.130144711330423,4.642388407420597e-29,SVM-linear,XGBoost,9.749015655583254e-28,****
test_neg_root_mean_squared_error,0.3718200903465402,0.7114555095292332,SVM-linear,AutoGluon,1.0,ns
test_neg_root_mean_squared_error,-0.42459554316660936,0.6729901375589813,SVM-rbf,Random Forest,1.0,ns
test_neg_root_mean_squared_error,-21.888244279493275,7.997831482103767e-29,SVM-rbf,XGBoost,1.6795446112417913e-27,****
test_neg_root_mean_squared_error,0.3949457918754422,0.6944104347028146,SVM-rbf,AutoGluon,1.0,ns
test_neg_root_mean_squared_error,-21.920757839955147,7.431897141060486e-29,Random Forest,XGBoost,1.560698399622702e-27,****
test_neg_root_mean_squared_error,0.44981209014816337,0.6546137960428831,Random Forest,AutoGluon,1.0,ns
test_neg_root_mean_squared_error,13.378356182350602,5.574225155349777e-18,XGBoost,AutoGluon,1.1705872826234532e-16,****
train_neg_root_mean_squared_error,18.727079213117488,5.61135151752894e-24,Linear Regression,Ridge Regression,1.1783838186810773e-22,****
train_neg_root_mean_squared_error,12.91728261519091,2.1421198781788252e-17,Linear Regression,SVM-linear,4.498451744175533e-16,****
train_neg_root_mean_squared_error,4.273057574094237,8.854725414200066e-05,Linear Regression,SVM-rbf,0.0018594923369820138,**
train_neg_root_mean_squared_error,-14.982876508046905,6.317281372448737e-20,Linear Regression,Random Forest,1.3266290882142348e-18,****
train_neg_root_mean_squared_error,-73.18944701856155,1.6797022265220282e-56,Linear Regression,XGBoost,3.527374675696259e-55,****
train_neg_root_mean_squared_error,-73.18944701856155,1.6797022265220282e-56,Linear Regression,AutoGluon,3.527374675696259e-55,****
train_neg_root_mean_squared_error,12.917145098851146,2.1429887533656993e-17,Ridge Regression,SVM-linear,4.500276382067969e-16,****
train_neg_root_mean_squared_error,4.2729477182863,8.857900545463813e-05,Ridge Regression,SVM-rbf,0.0018601591145474008,**
train_neg_root_mean_squared_error,-14.982903616860497,6.316819714869323e-20,Ridge Regression,Random Forest,1.3265321401225577e-18,****
train_neg_root_mean_squared_error,-73.18945547264833,1.6796916619079855e-56,Ridge Regression,XGBoost,3.5273524900067695e-55,****
train_neg_root_mean_squared_error,-73.18945547264833,1.6796916619079855e-56,Ridge Regression,AutoGluon,3.5273524900067695e-55,****
train_neg_root_mean_squared_error,-4.092715518591105,0.00015874791128031406,SVM-linear,SVM-rbf,0.003333706136886595,**
train_neg_root_mean_squared_error,-16.873542518926747,4.728330290758031e-22,SVM-linear,Random Forest,9.929493610591866e-21,****
train_neg_root_mean_squared_error,-69.37352253274,3.0957782233429254e-55,SVM-linear,XGBoost,6.501134269020144e-54,****
train_neg_root_mean_squared_error,-69.37352253274,3.0957782233429254e-55,SVM-linear,AutoGluon,6.501134269020144e-54,****
train_neg_root_mean_squared_error,-14.672939277223003,1.4650580595497866e-19,SVM-rbf,Random Forest,3.076621925054552e-18,****
train_neg_root_mean_squared_error,-68.55299384135691,5.912623119942959e-55,SVM-rbf,XGBoost,1.2416508551880216e-53,****
train_neg_root_mean_squared_error,-68.55299384135691,5.912623119942959e-55,SVM-rbf,AutoGluon,1.2416508551880216e-53,****
train_neg_root_mean_squared_error,-68.04058784662392,8.89075347005764e-55,Random Forest,XGBoost,1.8670582287121046e-53,****
train_neg_root_mean_squared_error,-68.04058784662392,8.89075347005764e-55,Random Forest,AutoGluon,1.8670582287121046e-53,****
train_neg_root_mean_squared_error,,,XGBoost,AutoGluon,,ns
test_r_corr,-0.1329940852873037,0.8947427354175637,Linear Regression,Ridge Regression,1.0,ns
test_r_corr,0.35948041843935,0.7207803502638324,Linear Regression,SVM-linear,1.0,ns
test_r_corr,-0.11010828280753583,0.9127732362732004,Linear Regression,SVM-rbf,1.0,ns
test_r_corr,1.3599695044078528,0.18006427369963954,Linear Regression,Random Forest,1.0,ns
test_r_corr,0.22261491870632097,0.8246598759514656,Linear Regression,XGBoost,1.0,ns
test_r_corr,0.11586570886171327,0.9081809893035677,Linear Regression,AutoGluon,1.0,ns
test_r_corr,0.36105566920226084,0.7196099006703762,Ridge Regression,SVM-linear,1.0,ns
test_r_corr,-0.10994452091730682,0.9129024341002862,Ridge Regression,SVM-rbf,1.0,ns
test_r_corr,1.3600644467377447,0.18003442757626567,Ridge Regression,Random Forest,1.0,ns
test_r_corr,0.22267438214993043,0.8246138225982536,Ridge Regression,XGBoost,1.0,ns
test_r_corr,0.1159258879984328,0.9081335167379466,Ridge Regression,AutoGluon,1.0,ns
test_r_corr,-0.32168324618223115,0.749060960298469,SVM-linear,SVM-rbf,1.0,ns
test_r_corr,1.1673931578252672,0.24870112518258486,SVM-linear,Random Forest,1.0,ns
test_r_corr,0.1863646335538205,0.8528445215707352,SVM-linear,XGBoost,1.0,ns
test_r_corr,0.07723698400047466,0.9387153159392974,SVM-linear,AutoGluon,1.0,ns
test_r_corr,1.5652472197723557,0.12396099208050455,SVM-rbf,Random Forest,1.0,ns
test_r_corr,0.2609825752254087,0.7950806968405094,SVM-rbf,XGBoost,1.0,ns
test_r_corr,0.15523466548067277,0.8772046337540446,SVM-rbf,AutoGluon,1.0,ns
test_r_corr,-0.2710694715278635,0.7873523767639162,Random Forest,XGBoost,1.0,ns
test_r_corr,-0.3763132079901792,0.7081318547747226,Random Forest,AutoGluon,1.0,ns
test_r_corr,-0.5247626778423152,0.6021144290839605,XGBoost,AutoGluon,1.0,ns
train_r_corr,14.970096148811747,6.53879181188597e-20,Linear Regression,Ridge Regression,1.3731462804960537e-18,****
train_r_corr,3.220307372290902,0.002275555199069191,Linear Regression,SVM-linear,0.047786659180453016,*
train_r_corr,-4.205166589317422,0.00011043624520207677,Linear Regression,SVM-rbf,0.002319161149243612,**
train_r_corr,-18.23426229121368,1.7650043889528747e-23,Linear Regression,Random Forest,3.706509216801037e-22,****
train_r_corr,51.62463014729862,2.772953929487576e-48,Linear Regression,XGBoost,5.82320325192391e-47,****
train_r_corr,51.62463014729862,2.772953929487576e-48,Linear Regression,AutoGluon,5.82320325192391e-47,****
train_r_corr,3.2202645944455313,0.0022758348555505527,Ridge Regression,SVM-linear,0.04779253196656161,*
