metric,t-stat,p-val,model_1,model_2,p-val-corrected,significance
train_r_corr,-10.2029937581057,1.0287291868815661e-13,SVM-rbf,Random Forest,2.160331292451289e-12,****
train_r_corr,41.95074641744441,1.8966344395161556e-43,SVM-rbf,XGBoost,3.982932322983927e-42,****
train_r_corr,41.95074641744441,1.8966344395161556e-43,SVM-rbf,AutoGluon,3.982932322983927e-42,****
train_r_corr,29.40487400459697,2.5298202237346616e-35,Random Forest,XGBoost,5.31262246984279e-34,****
train_r_corr,29.40487400459697,2.5298202237346616e-35,Random Forest,AutoGluon,5.31262246984279e-34,****
train_r_corr,,,XGBoost,AutoGluon,,ns
test_spearmanr,-0.2772282783334694,0.7827710663870392,Linear Regression,Ridge Regression,1.0,ns
test_spearmanr,-0.4148468588702202,0.6800647781753182,Linear Regression,SVM-linear,1.0,ns
test_spearmanr,-0.7545953054814479,0.4541033594324325,Linear Regression,SVM-rbf,1.0,ns
test_spearmanr,1.3274360909607466,0.1905161881318357,Linear Regression,Random Forest,1.0,ns
test_spearmanr,1.0062262518801888,0.318713257066624,Linear Regression,XGBoost,1.0,ns
test_spearmanr,0.6278504587474009,0.532700239181203,Linear Regression,AutoGluon,1.0,ns
test_spearmanr,-0.40955602952807724,0.6839165842857217,Ridge Regression,SVM-linear,1.0,ns
test_spearmanr,-0.7518690239060403,0.45572630013333615,Ridge Regression,SVM-rbf,1.0,ns
test_spearmanr,1.3304820178805685,0.18951850153465952,Ridge Regression,Random Forest,1.0,ns
test_spearmanr,1.0067950158878538,0.3184422676350467,Ridge Regression,XGBoost,1.0,ns
test_spearmanr,0.6288897125235604,0.5320246226037424,Ridge Regression,AutoGluon,1.0,ns
test_spearmanr,-0.6992391765071647,0.4877086653558119,SVM-linear,SVM-rbf,1.0,ns
test_spearmanr,1.412136622173401,0.16422934316489138,SVM-linear,Random Forest,1.0,ns
test_spearmanr,1.0805064697090918,0.28463201635681007,SVM-linear,XGBoost,1.0,ns
test_spearmanr,0.7154128114111714,0.47738018677233884,SVM-linear,AutoGluon,1.0,ns
test_spearmanr,1.8240032955568888,0.07425294635723428,SVM-rbf,Random Forest,1.0,ns
test_spearmanr,1.2346436178974542,0.22221210775537706,SVM-rbf,XGBoost,1.0,ns
test_spearmanr,0.8497419276471506,0.3991524282432176,SVM-rbf,AutoGluon,1.0,ns
test_spearmanr,0.2885734317224716,0.7739926436381541,Random Forest,XGBoost,1.0,ns
test_spearmanr,-0.09042891421066644,0.9282749068435463,Random Forest,AutoGluon,1.0,ns
test_spearmanr,-0.8609323560159263,0.39346860733303823,XGBoost,AutoGluon,1.0,ns
train_spearmanr,0.8806123949130772,0.3828265727247271,Linear Regression,Ridge Regression,1.0,ns
train_spearmanr,2.5625601259193647,0.013514059656343266,Linear Regression,SVM-linear,0.2837952527832086,ns
train_spearmanr,-3.4727433301893047,0.0010863315687121755,Linear Regression,SVM-rbf,0.022812962942955685,*
train_spearmanr,-9.191108059512372,3.065757521605099e-12,Linear Regression,Random Forest,6.438090795370708e-11,****
train_spearmanr,53.3128719816167,4.887741565279907e-49,Linear Regression,XGBoost,1.0264257287087805e-47,****
train_spearmanr,53.3128719816167,4.887741565279907e-49,Linear Regression,AutoGluon,1.0264257287087805e-47,****
train_spearmanr,2.5235629735107454,0.014910062344806279,Ridge Regression,SVM-linear,0.31311130924093183,ns
train_spearmanr,-3.4881474267616115,0.0010374813589971801,Ridge Regression,SVM-rbf,0.021787108538940784,*
train_spearmanr,-9.19066325452479,3.070413501236728e-12,Ridge Regression,Random Forest,6.447868352597129e-11,****
train_spearmanr,53.380403448673476,4.5649283127355394e-49,Ridge Regression,XGBoost,9.586349456744632e-48,****
train_spearmanr,53.380403448673476,4.5649283127355394e-49,Ridge Regression,AutoGluon,9.586349456744632e-48,****
train_spearmanr,-4.2633342087658255,9.140090881014597e-05,SVM-linear,SVM-rbf,0.0019194190850130653,**
train_spearmanr,-9.199523624130316,2.978998220022826e-12,SVM-linear,Random Forest,6.255896262047934e-11,****
train_spearmanr,54.04189168395361,2.3478121504241334e-49,SVM-linear,XGBoost,4.93040551589068e-48,****
train_spearmanr,54.04189168395361,2.3478121504241334e-49,SVM-linear,AutoGluon,4.93040551589068e-48,****
train_spearmanr,-8.435559038585119,4.1544105487386834e-11,SVM-rbf,Random Forest,8.724262152351236e-10,****
train_spearmanr,40.439001449520845,1.3415009179804607e-42,SVM-rbf,XGBoost,2.8171519277589674e-41,****
train_spearmanr,40.439001449520845,1.3415009179804607e-42,SVM-rbf,AutoGluon,2.8171519277589674e-41,****
train_spearmanr,25.620361335870562,2.974507051462286e-32,Random Forest,XGBoost,6.2464648080708e-31,****
train_spearmanr,25.620361335870562,2.974507051462286e-32,Random Forest,AutoGluon,6.2464648080708e-31,****
train_spearmanr,,,XGBoost,AutoGluon,,ns
