metric,t-stat,p-val,model_1,model_2,p-val-corrected,significance
train_r_corr,2.851450787470052,0.0063534426016201425,Linear Regression,Random Forest,0.133422294634023,ns
train_r_corr,9638143698708294.0,0.0,Linear Regression,XGBoost,0.0,****
train_r_corr,9638143698708294.0,0.0,Linear Regression,AutoGluon,0.0,****
train_r_corr,38.93623765654562,1.6041815726950455e-38,Ridge Regression,SVM-linear,3.3687813026595956e-37,****
train_r_corr,25.587748632380467,5.2236606996151486e-30,Ridge Regression,SVM-rbf,1.0969687469191812e-28,****
train_r_corr,2.848889235938052,0.006397373070151467,Ridge Regression,Random Forest,0.1343448344731808,ns
train_r_corr,138321.47990630387,1.3830223922994833e-236,Ridge Regression,XGBoost,2.9043470238289148e-235,****
train_r_corr,138321.47990630387,1.3830223922994833e-236,Ridge Regression,AutoGluon,2.9043470238289148e-235,****
train_r_corr,-29.933501116166468,3.7782015015932727e-33,SVM-linear,SVM-rbf,7.934223153345872e-32,****
train_r_corr,-6.4999223257504495,3.9505706037512563e-08,SVM-linear,Random Forest,8.296198267877638e-07,****
train_r_corr,100.53850850615963,4.986575839159223e-64,SVM-linear,XGBoost,1.0471809262234368e-62,****
train_r_corr,100.53850850615963,4.986575839159223e-64,SVM-linear,AutoGluon,1.0471809262234368e-62,****
train_r_corr,-1.8945367031240627,0.06406311430945205,SVM-rbf,Random Forest,1.0,ns
train_r_corr,162.776638053155,1.68991048912556e-75,SVM-rbf,XGBoost,3.548812027163676e-74,****
train_r_corr,162.776638053155,1.68991048912556e-75,SVM-rbf,AutoGluon,3.548812027163676e-74,****
train_r_corr,28.8180721549448,7.17376575612304e-35,Random Forest,XGBoost,1.5064908087858384e-33,****
train_r_corr,28.8180721549448,7.17376575612304e-35,Random Forest,AutoGluon,1.5064908087858384e-33,****
train_r_corr,,,XGBoost,AutoGluon,,ns
test_spearmanr,-1.7992264244176865,0.07814252753968685,Linear Regression,Ridge Regression,1.0,ns
test_spearmanr,-5.98266186541301,2.488856190324278e-07,Linear Regression,SVM-linear,5.226597999680984e-06,****
test_spearmanr,-7.669791473153945,6.130226139394516e-10,Linear Regression,SVM-rbf,1.2873474892728483e-08,****
test_spearmanr,-7.882786759549532,2.8875859907810055e-10,Linear Regression,Random Forest,6.0639305806401115e-09,****
test_spearmanr,-6.357691448027133,4.229949765743398e-08,Linear Regression,XGBoost,8.882894508061136e-07,****
test_spearmanr,-7.304901416788335,1.1939113756334953e-09,Linear Regression,AutoGluon,2.5072138888303402e-08,****
test_spearmanr,-5.885444622699295,3.5121420989204036e-07,Ridge Regression,SVM-linear,7.375498407732848e-06,****
test_spearmanr,-7.55103141041562,9.338173824608093e-10,Ridge Regression,SVM-rbf,1.9610165031676995e-08,****
test_spearmanr,-7.78001776017863,4.15080204061968e-10,Ridge Regression,Random Forest,8.716684285301328e-09,****
test_spearmanr,-6.291091905078811,5.4286323148656957e-08,Ridge Regression,XGBoost,1.140012786121796e-06,****
test_spearmanr,-7.211320314586352,1.6994593964146893e-09,Ridge Regression,AutoGluon,3.568864732470848e-08,****
test_spearmanr,-4.0507267017445,0.0001816012759853815,SVM-linear,SVM-rbf,0.0038136267956930116,**
test_spearmanr,-4.108846673221571,0.0001507314663352774,SVM-linear,Random Forest,0.003165360793040825,**
test_spearmanr,-2.9657291076032792,0.004460002310358236,SVM-linear,XGBoost,0.09366004851752295,ns
test_spearmanr,-3.978475982443801,0.00020467641591656054,SVM-linear,AutoGluon,0.004298204734247771,**
test_spearmanr,-2.1643497339204787,0.03533846270822645,SVM-rbf,Random Forest,0.7421077168727555,ns
test_spearmanr,-1.3326460686527741,0.1881428286253538,SVM-rbf,XGBoost,1.0,ns
test_spearmanr,-2.2972758102059667,0.025433294086239174,SVM-rbf,AutoGluon,0.5340991758110226,ns
test_spearmanr,0.12913492278654168,0.897721975616929,Random Forest,XGBoost,1.0,ns
test_spearmanr,-0.8057219241847696,0.423873113647117,Random Forest,AutoGluon,1.0,ns
test_spearmanr,-2.0214968679377416,0.048707888347933825,XGBoost,AutoGluon,1.0,ns
train_spearmanr,12.554074587359317,6.304728737238759e-17,Linear Regression,Ridge Regression,1.3239930348201394e-15,****
train_spearmanr,31.087642657581643,6.481772013247598e-34,Linear Regression,SVM-linear,1.3611721227819955e-32,****
train_spearmanr,24.38864067728471,4.639025757662643e-29,Linear Regression,SVM-rbf,9.74195409109155e-28,****
train_spearmanr,1.926568927513051,0.05984365950741236,Linear Regression,Random Forest,1.0,ns
train_spearmanr,75206.17463576385,4.963821668260166e-222,Linear Regression,XGBoost,1.0424025503346348e-220,****
train_spearmanr,75206.17463576385,4.963821668260166e-222,Linear Regression,AutoGluon,1.0424025503346348e-220,****
train_spearmanr,31.087587064728904,6.482313129869412e-34,Ridge Regression,SVM-linear,1.3612857572725763e-32,****
train_spearmanr,24.387193960975274,4.6515206627227904e-29,Ridge Regression,SVM-rbf,9.76819339171786e-28,****
train_spearmanr,1.9265355766180488,0.059847926070880145,Ridge Regression,Random Forest,1.0,ns
train_spearmanr,74988.36955697459,5.822285540813926e-222,Ridge Regression,XGBoost,1.2226799635709245e-220,****
train_spearmanr,74988.36955697459,5.822285540813926e-222,Ridge Regression,AutoGluon,1.2226799635709245e-220,****
train_spearmanr,-28.805266455368194,2.2478504424652928e-32,SVM-linear,SVM-rbf,4.720485929177115e-31,****
train_spearmanr,-1.4470595526789292,0.15424783821282487,SVM-linear,Random Forest,1.0,ns
train_spearmanr,126.12322340702302,2.020833209682349e-69,SVM-linear,XGBoost,4.243749740332933e-68,****
train_spearmanr,126.12322340702302,2.020833209682349e-69,SVM-linear,AutoGluon,4.243749740332933e-68,****
train_spearmanr,1.5987367505955992,0.11630827026473448,SVM-rbf,Random Forest,1.0,ns
train_spearmanr,1273.5865622608228,1.296567451219058e-124,SVM-rbf,XGBoost,2.722791647560022e-123,****
train_spearmanr,1273.5865622608228,1.296567451219058e-124,SVM-rbf,AutoGluon,2.722791647560022e-123,****
train_spearmanr,14.829399818951815,7.220343171880592e-21,Random Forest,XGBoost,1.5162720660949245e-19,****
train_spearmanr,14.829399818951815,7.220343171880592e-21,Random Forest,AutoGluon,1.5162720660949245e-19,****
train_spearmanr,,,XGBoost,AutoGluon,,ns
