,repeat,fold,params,test_r2,test_neg_root_mean_squared_error,test_neg_mean_absolute_error,test_r_corr,test_spearmanr
2,1,3,"{'max_depth': 4, 'colsample_bytree': 0.6249442174040561, 'n_estimators': 123, 'lambda': 0.0035205508503633604, 'alpha': 12.53444109914132, 'learning_rate': 0.012714431770351847, 'min_child_weight': 8, 'subsample': 0.5494550634943498}",0.00021252136365113028,15.241853662778121,12.195882472852837,0.09061766058751668,0.08931927800706083
37,8,3,"{'max_depth': 3, 'colsample_bytree': 0.9912527887509456, 'n_estimators': 52, 'lambda': 3.6752660596105247, 'alpha': 54.41178433734806, 'learning_rate': 0.02622899620244586, 'min_child_weight': 10, 'subsample': 0.5948065693582868}",-0.0002879935813187018,15.082431255307808,11.886595748253855,0.11986659033586158,0.11976530257073247
15,4,1,"{'max_depth': 6, 'colsample_bytree': 0.6909917476745526, 'n_estimators': 50, 'lambda': 1.4125712482030193, 'alpha': 37.96799213789378, 'learning_rate': 0.027420801596979932, 'min_child_weight': 9, 'subsample': 0.738409379283275}",-0.0003527504257430092,16.85552345286858,13.485205664885994,0.06584079292553298,0.05708567450648899
33,7,4,"{'max_depth': 8, 'colsample_bytree': 0.6515353294096312, 'n_estimators': 80, 'lambda': 98.62470298651942, 'alpha': 0.0010654870448549509, 'learning_rate': 0.026877334070127008, 'min_child_weight': 10, 'subsample': 0.9557218537487701}",-0.0015100448730933635,14.79649907264636,11.687160696319715,0.07137071668679992,0.07785043011287357
39,8,5,"{'max_depth': 3, 'colsample_bytree': 0.7066394275527441, 'n_estimators': 109, 'lambda': 0.8073805351880331, 'alpha': 3.2116911284482956, 'learning_rate': 0.015710841046459492, 'min_child_weight': 13, 'subsample': 0.7329331687357923}",-0.0015398211357307012,16.92345237308241,13.410330942463302,0.0563528515673889,0.015484063447864354
18,4,4,"{'max_depth': 3, 'colsample_bytree': 0.8902857052823214, 'n_estimators': 66, 'lambda': 0.4821875472044894, 'alpha': 0.10976905877381582, 'learning_rate': 0.02196054922010985, 'min_child_weight': 2, 'subsample': 0.8761334035091894}",-0.0017286151245943238,14.54529906128805,11.520180863509989,0.07910615424202436,0.037205572950883684
41,9,2,"{'max_depth': 3, 'colsample_bytree': 0.6478739790487796, 'n_estimators': 131, 'lambda': 12.769943799648557, 'alpha': 0.001980922832398472, 'learning_rate': 0.015699758883320074, 'min_child_weight': 13, 'subsample': 0.5125468442501446}",-0.005066363678108088,15.712658005118323,12.46033702224158,0.08029076765935217,0.06971309233752673
36,8,2,"{'max_depth': 10, 'colsample_bytree': 0.7314528558544433, 'n_estimators': 69, 'lambda': 49.17308076737006, 'alpha': 0.0036776470123778982, 'learning_rate': 0.023907389663960197, 'min_child_weight': 20, 'subsample': 0.6275598293654231}",-0.006551926508921335,14.807554229501093,12.236161224497538,0.06925638370268235,0.042578688280045754
47,10,3,"{'max_depth': 3, 'colsample_bytree': 0.6243682933102161, 'n_estimators': 91, 'lambda': 0.0035035672505323795, 'alpha': 11.215603474173774, 'learning_rate': 0.010133373338407376, 'min_child_weight': 3, 'subsample': 0.9240402579927556}",-0.009683319883568409,15.746289765634272,12.631146535723834,0.12065769405350295,0.1299160769263673
29,6,5,"{'max_depth': 3, 'colsample_bytree': 0.7609602498598916, 'n_estimators': 86, 'lambda': 46.584150440503976, 'alpha': 17.51249273491748, 'learning_rate': 0.019816578780405568, 'min_child_weight': 6, 'subsample': 0.6032695295493753}",-0.011172874285440226,15.506048581587763,12.233744139356423,0.09100546805946498,0.102217691810452
