,fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_error,train_neg_mean_absolute_error,test_neg_root_mean_squared_error,train_neg_root_mean_squared_error,test_r_corr,train_r_corr,test_spearmanr,train_spearmanr,n_train,n_test,repeat,fold,cv_mdsum
0,7.591149091720581,0.0070989131927490234,0.14489198177245677,0.12856980914239113,-6.274596772088841,-6.686591699499193,-8.932737941138983,-10.349908303737033,0.425869394475979,0.40520874902644427,0.4933711058129627,0.4433464728791855,643,161,0,0,5c27a6ab2f77a32bc345d1ab4ef33463
1,7.780587434768677,0.0071985721588134766,0.10727103367811752,0.14576771081563233,-7.003383892166431,-6.506753938825146,-12.409126905992425,-9.383351160800098,0.39296909914338635,0.4225792555163845,0.39669246633951455,0.46705285829772747,643,161,0,1,5c27a6ab2f77a32bc345d1ab4ef33463
2,8.122363328933716,0.006294965744018555,0.11719498204592838,0.11750889548126098,-7.185397691291737,-6.4720566682464655,-9.924202175582398,-10.204508152201061,0.4847226946914678,0.390896624029438,0.5045717417717062,0.44335573690969954,643,161,0,2,5c27a6ab2f77a32bc345d1ab4ef33463
3,7.5042030811309814,0.007223367691040039,0.09593440604377035,0.16305075030292115,-6.90168709923034,-6.537693014623568,-10.721933234458607,-9.783783099879413,0.323655191828562,0.43574441403589265,0.4027730490929878,0.46882351605701034,643,161,0,3,5c27a6ab2f77a32bc345d1ab4ef33463
4,7.694039821624756,0.0063440799713134766,0.19920615776487516,0.11958843244620432,-5.918104137676652,-6.774852364483972,-7.896942151239459,-10.551386407099695,0.4615835481036686,0.4009282372251161,0.4619734202537831,0.45492605934566904,644,160,0,4,5c27a6ab2f77a32bc345d1ab4ef33463
5,7.3596882820129395,0.0062792301177978516,0.13373645485847163,0.13249244086506873,-6.613201876341033,-6.600597863401144,-11.462410651329076,-9.692708150163725,0.43670151266087726,0.40193947870688074,0.49536119013563157,0.44606888306257275,643,161,0,5,5c27a6ab2f77a32bc345d1ab4ef33463
6,7.394422292709351,0.006340503692626953,0.13162129582040105,0.12854685703620783,-6.463573402265241,-6.638349766404585,-9.211285396551371,-10.30255862232859,0.43712955709941337,0.40381047224646094,0.4921284799161827,0.4467722518417725,643,161,0,6,5c27a6ab2f77a32bc345d1ab4ef33463
7,7.403740882873535,0.00788259506225586,0.13321538435872293,0.13020673681891837,-7.368944676374885,-6.413961273679897,-11.55268654847334,-9.679053134947258,0.44038404368921535,0.40264404429857653,0.48543480136189354,0.44703257272071645,643,161,0,7,5c27a6ab2f77a32bc345d1ab4ef33463
8,7.7386369705200195,0.005921125411987305,0.09426217761422284,0.15214135990928612,-6.069346896031999,-6.743539738477465,-8.696822201175104,-10.301175291616797,0.33191084154737327,0.4314902066077016,0.41979364535535807,0.4668541693420725,643,161,0,8,5c27a6ab2f77a32bc345d1ab4ef33463
9,7.14716649055481,0.006003141403198242,0.12833597373650762,0.14032015759984218,-6.740588176534263,-6.5778520867018875,-9.197368580809913,-10.23913442336433,0.4039492564515559,0.4148336053834068,0.3694896141119033,0.47055104646067547,644,160,0,9,5c27a6ab2f77a32bc345d1ab4ef33463
